instruction,input,output
Detect the sentiment of the tweet.,@ezbreh @altcointhoreau easy.. sell house when 3k and buy more bitcoin,Positive
Detect the sentiment of the tweet.,"$BTC #bitcoin 
Scalp trade entered: $8580",Neutral
Detect the sentiment of the tweet.,"@thecryptokidd @rogerkver @Falkvinge Be carefull, bitcoin ticker is not $BCH, that's the ticker for bcash",Neutral
Detect the sentiment of the tweet.,New #bitcoin block 00000000000000000048e6d5fc56c1eb43530236193bd8bec8101caf8f2befd7 mined at height 514746.,Positive
Detect the sentiment of the tweet.,So @rocketman_ai  you like #Bitcoin &amp; #Crypto Cool 👍🏻 Great to connect RocketMan much appreciated,Positive
Detect the sentiment of the tweet.,@rawnstet I didn't know you were into bitcoin!!,Neutral
Detect the sentiment of the tweet.,"Go home, Bitcoin, you’re drunk.",Negative
Detect the sentiment of the tweet.,Never bring up #bitcoin during a bachelor party......  @skutty21 @stvnclmnt @Sussy28,Neutral
Detect the sentiment of the tweet.,#bitcoin -- to all you traders prolonging progress. Time to let it fall and the market to consolidate. #letitfall,Neutral
Detect the sentiment of the tweet.,"Your bet, your rules! This is how says @bethereumteam #bethereum #bitcoin #news #crypto #blockchain #betting #tokensupply #bthr",Neutral
Detect the sentiment of the tweet.,"Your bet, your rules! This is how says Bethereum #bethereum #bitcoin #news #crypto #blockchain #betting #tokensupply #bthr",Neutral
Detect the sentiment of the tweet.,"☄ Status Update: Tracking 314 Bitcoin addresses with a current balance of 162.65K BTC / 1.40B USD
#bitcoin #cryptopaymon 🤖",Neutral
Detect the sentiment of the tweet.,"What will the eventual, full-blown, Hollywood movie about Bitcoin be called? 

My guess:

""Holders""

#BTC #cryptocurrencies",Neutral
Detect the sentiment of the tweet.,"The current price of Bitcoin is $8666.39.
The current price of BCash is $1007.41, or 0.116903 BTC",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Bitcoin will be succesful because it's not beholden to quarterly earnings calls or four year political cycles.,Neutral
Detect the sentiment of the tweet.,@cryptorick_ That's the only reason Bitcoin exists..,Neutral
Detect the sentiment of the tweet.,"Bitcoin will be succesful because it's not beholden to quarterly earnings calls or four year political cycles.

Two-time preference.",Neutral
Detect the sentiment of the tweet.,"@MrHodl @rogerkver @Falkvinge #Bitcoin touched @rogerkver somewhere, that is why he hates it. All makes sense now.",Neutral
Detect the sentiment of the tweet.,Bitcoin news sentiment changed to Negative in the last hour #bitcoin #bitsmart,Negative
Detect the sentiment of the tweet.,"It is a exiting news. I hope it will be a great project.
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Correcting wrong or strange Kanji Tattoo designs.
1 revision ＝ 0.00005bitcoin
Give me DM or reply.
#Japanese #Kanji #tattoo #bitcoin",Negative
Detect the sentiment of the tweet.,Bitcoin as a response to Woke Capital ascending to banking infrastructure. God Bless programming,Neutral
Detect the sentiment of the tweet.,"BTC-KORE AskRate: 0.00035205 #Bittrex  #KORE $KORE #Kore #altcoin #bitcoin #cryptocurrencies
 ♥ FOLLOW for PROFIT",Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8631.56 / 7005.805€
1 bitcoin-cash = $1007.08 / 817.396€
1 ethereum = $533.447 / 432.972€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,Ready Player One is a synonym for bitcoin,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Yes, I'm reading all the updated exchange TOU's. But I'm sure as hell not liking it. #bitcoin.",Positive
Detect the sentiment of the tweet.,@TradeSatoshi Deposited some bitcoin a couple of hours ago. Still hasn’t shown!,Neutral
Detect the sentiment of the tweet.,"฿ value over 3 months: --39.23%, ($-5558.76) [Currently  $8611.245] #bitcoin",Neutral
Detect the sentiment of the tweet.,@fixcars *the evolved bitcoin markets*,Neutral
Detect the sentiment of the tweet.,"Cityof Atlanta has a cyber attacker?
locked them out of accounts for ransom in bitcoin or sumn lol",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@monkeytwn Make 10, buy 10 bitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,I’d also conservatory estimate 22.5% bitcoin dominance which is 30K. If $btc dominance is 40% it’s 50K,Neutral
Detect the sentiment of the tweet.,@Blockchain_Jay Bitcoin,Neutral
Detect the sentiment of the tweet.,@stephanlivera I always bribe politicians in Bitcoin!,Neutral
Detect the sentiment of the tweet.,"*remembers having millions of neopoints on account*

...

alexa are neopoints and bitcoin the same thing",Neutral
Detect the sentiment of the tweet.,Please help our Crypto Community continue to grow!! ⚓️💙 Follow us @Crypt0_Couple!! #Litecoin #bitcoin #help #SOS,Neutral
Detect the sentiment of the tweet.,BITCOIN IS AT 8598.665,Neutral
Detect the sentiment of the tweet.,"#BinaryFest #BinaryOptions #Forex #Bitcoin #MakeMoney, How to Choose the Best Forex Broker For You...",Positive
Detect the sentiment of the tweet.,@coindesk Would be curious to see how this actually works #btc #bitcoin,Negative
Detect the sentiment of the tweet.,"The Robot can tell the price movements in the next few seconds, that's why it's easy to win much money very fast. #BestEA #Bitcoin",Positive
Detect the sentiment of the tweet.,"@Stephen81183184 @YouTube Lol the guys does bad investment on bitcoin, and tries to gives some on Linda. 1000x!!! Where do i sign lol",Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8630.0 / 7004.539€
1 bitcoin-cash = $1005.0 / 815.708€
1 ethereum = $533.418 / 432.948€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Using my telepathic powers to make bitcoin violate this 1H bear flag. You’ll see.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@ericgarland Was Bitcoin involved in the laundering of campaign money.,Neutral
Detect the sentiment of the tweet.,@ruzannaroz @brian_lovin That’s the one! You win all my bitcoin! Sorry that I don’t own any....,Positive
Detect the sentiment of the tweet.,@jaykelly26 👍BBC is much more trustworthy  I still don't understand shite about bitcoin tho,Positive
Detect the sentiment of the tweet.,@ericgarland Was Bitcoin involved in the laundering of campaign money?,Neutral
Detect the sentiment of the tweet.,"Delete Facebook, become a walking bitcoin.",Neutral
Detect the sentiment of the tweet.,@cz_binance @brazvan93 I can't wait for the day where Bitcoin is resilient enough to shrug off bullshit like this.,Neutral
Detect the sentiment of the tweet.,@Trader_Dante Am only interested in your 24k gold bitcoin toilet flush button,Positive
Detect the sentiment of the tweet.,"Optimal tx fee: 0 satoshi per byte. 
BTC : $8604 / €6974 / £6092 @ Block 514746. 
Market Cap: 147.33B USD. #Bitcoin #ビットコイン",Neutral
Detect the sentiment of the tweet.,Bitcoin is on its way to be at 7k or lower in a couple of days. XRP can go to 0.51 #Btc #bitcoin #Crypto #XRP #Ripple,Neutral
Detect the sentiment of the tweet.,"Wow my tweet is getting deleted about @usbank not processing crypto transactions? What’s actually going on... 

#crypto
#BTCUSD 
#bitcoin",Positive
Detect the sentiment of the tweet.,"@el33th4xor Theres plenty - however, they only take legitimate Bitcoin. Not Btrash. Unlucky for you.",Neutral
Detect the sentiment of the tweet.,#Bitcoin is an automated third party.,Neutral
Detect the sentiment of the tweet.,@matthiasochs13 @LaneSnyder22 he's working with responsive blockchain artificial intelligence and gets paid in bitcoin,Negative
Detect the sentiment of the tweet.,"My goal is to inspire a new generation of Bitcoin shitposters, so I can fade away and dissappear into the background....",Positive
Detect the sentiment of the tweet.,"""Increasing the Bitcoin blocksize was the most important step, but it's one among many.""

- Emin Gün Sirer @Satoshis_Vision Conference",Positive
Detect the sentiment of the tweet.,"@el33th4xor 'hey all look at me im a nice guy donating to charity with Bitcoin Cash - see, we're the good guys'. You make me sick.",Positive
Detect the sentiment of the tweet.,Bitcoin is simply an automated third party.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,I feel that bitcoin is ridiculous and that's excellent,Positive
Detect the sentiment of the tweet.,nerds still screeching about Bitcoin on my TL 🤪🤪🤪,Neutral
Detect the sentiment of the tweet.,Ecuador the only country in the world where you can buy real estate with BTC and ETH contact me. @Bitcoin @ethereum @bitcoingold @BITCOlN,Positive
Detect the sentiment of the tweet.,"third speaker @Satoshis_Vision @el33th4xor 

#BitcoinNG
""a roadmap for how I believe #bitcoin can scale.""",Neutral
Detect the sentiment of the tweet.,Have you invested in Bitcoin or any other cryptocurrency?,Negative
Detect the sentiment of the tweet.,"The Thrive Labs Team is launching a revolutionary Premium Decentralized Advertising Marketplace.
#thrive #ico #ethereum #bitcoin",Neutral
Detect the sentiment of the tweet.,"This coin exchange crap is dumb.
Exchange burn - 1/1 crap 
Does bitcoin or Litecoin do this crap. Not easy for all of us to exchange",Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@alamin24 @Bitcoin It will be more advanced in the future!!,Positive
Detect the sentiment of the tweet.,@sabrina_nellie_ Bitcoin or another cryptocurrency,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@zucando ??? I love #bitcoin #ethereum and #Litecoin,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30499.00000000 | BITCOIN(BLCHAIN) R$28551.67 | LITECOIN(MCDTBC) R$577.10000000,Neutral
Detect the sentiment of the tweet.,"Good question:  which has more attributes of money or currency -- Bitcoin, or Amazon gift cards?   Its close call.",Positive
Detect the sentiment of the tweet.,"Bad news: Bitcoin on the decline.
Current Rate: 8611.88 USD = 1 BTC",Negative
Detect the sentiment of the tweet.,"@ #1, Bitcoin with unit price of $8,633.16, market cap of $146,196,624,986 (44.07%), and 24 hr vol. of $5,424,050,000 (37.37%)",Neutral
Detect the sentiment of the tweet.,"Mar 22, 2018 07:00PM #Bitcoin Price:
USD 8732.51 | EUR 7060.80 | JPY 933609.45",Neutral
Detect the sentiment of the tweet.,"Bitcoin - BTC
Price: $8,633.16
Change in 1h: -0.85%
Market cap: $146,196,624,986.00
Ranking: 1
#Bitcoin #BTC",Neutral
Detect the sentiment of the tweet.,"Average Bitcoin market price is: USD 8,611.88, EUR 6,990.94",Negative
Detect the sentiment of the tweet.,"Bitcoin:$8633.16
Ethereum:$534.243
Bitcoin Cash:$1003.27
Litecoin:$162.158
Ripple:$0.650443
IOTA:$1.31164",Neutral
Detect the sentiment of the tweet.,Current BTC Dominance: 44.12% #Bitcoin #Altcoin #Cryptocurrency,Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8643.3 / 7015.334€
1 bitcoin-cash = $1003.27 / 814.304€
1 ethereum = $534.243 / 433.618€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@PardonMyTake Are we still supporting bitcoin 2 gen now,Positive
Detect the sentiment of the tweet.,"$BTC 💵 price: $8633.16 1.00000BTC 
1h: -0.85% 🔻 
1d: -4.71% 🔻 
7d: +4.90% 📈 
👾 #Bitcoin 24h volume: $5,424,050,000",Neutral
Detect the sentiment of the tweet.,"1 #BTC (#Bitcoin) quotes:
$8584.17/$8586.66 #Bitstamp
$8583.54/$8591.87 #Kraken
⇢$-3.12/$7.70
$8559.49/$8645.52 #Coinbase
⇢$-27.17/$61.35",Neutral
Detect the sentiment of the tweet.,"Should you buy or sell today? Check our YouTube channel! We analyze over 30 pairs, also Gold, Silver, Oil and Bitcoin! #LowRisk",Neutral
Detect the sentiment of the tweet.,#SUB Price is 0.00004854 (+0.00000061) #BTC / 0.417313 (+0.00512) #USD. Market rank is 112. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#ADA Price is 0.00002266 (-0.00000010) #BTC / 0.194882 (-0.00082) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,"BTC hourly update
$8618.00    |    -0.0082%📉
$BTC #BTCUSD #Bitcoin",Neutral
Detect the sentiment of the tweet.,#DASH Price is 0.0472347 (-0.00001340) #BTC / 406.28 (-0.04900) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#EOS Price is 0.0007845 (+0.00000751) #BTC / 6.74772 (+0.05716) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#XEM Price is 0.00003374 (+0.00000044) #BTC / 0.290085 (+0.00367) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,2018-03-23 02:00 UTC Bitcoin Price: 8608.76 USD,Neutral
Detect the sentiment of the tweet.,"#Bitcoin $8,593.00 v #BitcoinCash $999.26 (BTC/BCH 8.6), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 11:00JST",Neutral
Detect the sentiment of the tweet.,@APompliano brother can you please give me the definitive source for someone who knows nothing on bitcoin and would like to know everything?,Neutral
Detect the sentiment of the tweet.,#Bitcoin Price 8584.17 USD via Chain,Neutral
Detect the sentiment of the tweet.,"Bitcoin percentage of market cap: 44.12 %
#BPOMC #Bitcoin #Altcoin #Blockchain #Cryptocurrency #Dominance",Neutral
Detect the sentiment of the tweet.,Current price of Bitcoin is $8584.17,Neutral
Detect the sentiment of the tweet.,Current price of Bitcoin is $8584.17 #Bitcoin #Bithound,Neutral
Detect the sentiment of the tweet.,@BarroniBaloney @synningsaint @Bella_ofA @BelleReaver Oh &amp; about that bitcoin bounty.....,Neutral
